-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/02/2022 through 04/01/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                    MERRA-2 Earth Skin Temperature (C) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_UVA        CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB        CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,WS50M,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB
51.25,5.75,2022,2,8,7.94,6.58,7.26,7.59,9.86,245.54,1.07,-999.0,326.88,-999.0,-999.0
51.25,6.25,2022,2,8,7.78,6.34,7.06,7.42,9.93,247.94,0.82,-999.0,314.73,-999.0,-999.0
51.25,6.75,2022,2,8,7.39,6.04,6.71,7.0,9.71,249.74,0.82,-999.0,314.73,-999.0,-999.0
51.25,7.25,2022,2,8,6.67,5.6,6.13,6.29,9.55,250.24,0.82,-999.0,314.73,-999.0,-999.0
51.25,7.75,2022,2,8,5.79,4.94,5.36,5.43,9.53,250.92,0.82,-999.0,314.73,-999.0,-999.0
51.25,8.25,2022,2,8,5.0,4.23,4.61,4.66,9.63,252.29,0.64,-999.0,307.84,-999.0,-999.0
51.25,8.75,2022,2,8,4.67,3.87,4.27,4.33,9.7,253.94,0.64,-999.0,307.84,-999.0,-999.0
51.25,9.25,2022,2,8,4.44,3.61,4.02,4.1,9.35,250.74,0.64,-999.0,307.84,-999.0,-999.0
51.25,9.75,2022,2,8,4.02,3.28,3.65,3.7,9.22,249.47,0.64,-999.0,307.84,-999.0,-999.0
51.25,10.25,2022,2,8,3.59,2.93,3.26,3.3,9.27,249.83,1.03,-999.0,301.45,-999.0,-999.0
51.25,10.75,2022,2,8,3.37,2.66,3.01,3.09,9.53,251.01,1.03,-999.0,301.45,-999.0,-999.0
51.25,11.25,2022,2,8,3.63,2.68,3.16,3.32,10.08,251.69,1.03,-999.0,301.45,-999.0,-999.0
51.25,11.75,2022,2,8,3.91,2.74,3.32,3.58,10.29,250.09,1.03,-999.0,301.45,-999.0,-999.0
51.25,12.25,2022,2,8,3.91,2.68,3.3,3.6,10.5,250.34,0.79,-999.0,293.51,-999.0,-999.0
51.25,12.75,2022,2,8,3.65,2.5,3.08,3.36,10.72,252.86,0.79,-999.0,293.51,-999.0,-999.0
51.25,13.25,2022,2,8,3.32,2.28,2.8,3.02,10.88,256.85,0.79,-999.0,293.51,-999.0,-999.0
51.25,13.75,2022,2,8,3.24,2.25,2.74,2.94,10.8,260.38,0.79,-999.0,293.51,-999.0,-999.0
51.25,14.25,2022,2,8,3.08,2.13,2.61,2.79,10.6,263.38,0.6,-999.0,294.56,-999.0,-999.0
51.25,14.75,2022,2,8,2.92,2.01,2.46,2.65,10.44,264.67,0.6,-999.0,294.56,-999.0,-999.0
51.25,15.25,2022,2,8,2.75,1.84,2.3,2.52,10.54,265.73,0.6,-999.0,294.56,-999.0,-999.0
51.75,5.75,2022,2,8,8.25,6.8,7.53,7.93,9.97,244.49,1.07,-999.0,326.88,-999.0,-999.0
51.75,6.25,2022,2,8,8.13,6.62,7.37,7.79,9.98,245.31,0.82,-999.0,314.73,-999.0,-999.0
51.75,6.75,2022,2,8,7.74,6.34,7.04,7.39,9.98,245.44,0.82,-999.0,314.73,-999.0,-999.0
51.75,7.25,2022,2,8,7.25,6.03,6.64,6.89,10.07,245.43,0.82,-999.0,314.73,-999.0,-999.0
51.75,7.75,2022,2,8,6.65,5.56,6.11,6.28,10.23,246.27,0.82,-999.0,314.73,-999.0,-999.0
51.75,8.25,2022,2,8,6.04,5.01,5.52,5.66,10.4,248.19,0.64,-999.0,307.84,-999.0,-999.0
51.75,8.75,2022,2,8,5.64,4.67,5.16,5.26,10.52,250.72,0.64,-999.0,307.84,-999.0,-999.0
51.75,9.25,2022,2,8,5.25,4.34,4.8,4.87,10.38,252.17,0.64,-999.0,307.84,-999.0,-999.0
51.75,9.75,2022,2,8,4.94,4.08,4.51,4.57,10.2,252.04,0.64,-999.0,307.84,-999.0,-999.0
51.75,10.25,2022,2,8,4.61,3.78,4.2,4.27,10.15,252.53,1.03,-999.0,301.45,-999.0,-999.0
51.75,10.75,2022,2,8,4.41,3.52,3.96,4.08,10.3,254.18,1.03,-999.0,301.45,-999.0,-999.0
51.75,11.25,2022,2,8,4.69,3.53,4.11,4.34,10.59,255.88,1.03,-999.0,301.45,-999.0,-999.0
51.75,11.75,2022,2,8,4.92,3.55,4.24,4.56,10.53,255.1,1.03,-999.0,301.45,-999.0,-999.0
51.75,12.25,2022,2,8,4.83,3.49,4.16,4.48,10.5,254.7,0.79,-999.0,293.51,-999.0,-999.0
51.75,12.75,2022,2,8,4.61,3.39,4.0,4.28,10.55,255.3,0.79,-999.0,293.51,-999.0,-999.0
51.75,13.25,2022,2,8,4.37,3.29,3.83,4.08,10.62,256.66,0.79,-999.0,293.51,-999.0,-999.0
51.75,13.75,2022,2,8,4.2,3.23,3.71,3.93,10.56,257.66,0.79,-999.0,293.51,-999.0,-999.0
51.75,14.25,2022,2,8,4.0,3.07,3.54,3.76,10.57,259.63,0.6,-999.0,294.56,-999.0,-999.0
51.75,14.75,2022,2,8,3.8,2.89,3.35,3.6,10.58,261.42,0.6,-999.0,294.56,-999.0,-999.0
51.75,15.25,2022,2,8,3.69,2.74,3.21,3.5,10.71,263.79,0.6,-999.0,294.56,-999.0,-999.0
52.25,5.75,2022,2,8,8.12,6.96,7.54,7.68,10.3,243.68,1.39,-999.0,321.45,-999.0,-999.0
52.25,6.25,2022,2,8,8.07,6.85,7.46,7.69,10.19,244.16,0.78,-999.0,314.68,-999.0,-999.0
52.25,6.75,2022,2,8,7.83,6.6,7.21,7.47,10.22,244.41,0.78,-999.0,314.68,-999.0,-999.0
52.25,7.25,2022,2,8,7.55,6.35,6.94,7.19,10.39,245.03,0.78,-999.0,314.68,-999.0,-999.0
52.25,7.75,2022,2,8,7.12,5.98,6.55,6.75,10.55,245.58,0.78,-999.0,314.68,-999.0,-999.0
52.25,8.25,2022,2,8,6.63,5.56,6.09,6.24,10.69,246.29,0.63,-999.0,307.17,-999.0,-999.0
52.25,8.75,2022,2,8,6.33,5.33,5.83,5.94,10.93,248.09,0.63,-999.0,307.17,-999.0,-999.0
52.25,9.25,2022,2,8,6.02,5.06,5.54,5.62,11.08,250.47,0.63,-999.0,307.17,-999.0,-999.0
52.25,9.75,2022,2,8,5.81,4.85,5.33,5.42,11.08,251.87,0.63,-999.0,307.17,-999.0,-999.0
52.25,10.25,2022,2,8,5.64,4.66,5.15,5.26,11.06,253.29,0.66,-999.0,305.95,-999.0,-999.0
52.25,10.75,2022,2,8,5.52,4.49,5.01,5.17,11.02,254.95,0.66,-999.0,305.95,-999.0,-999.0
52.25,11.25,2022,2,8,5.53,4.42,4.98,5.17,10.84,256.25,0.66,-999.0,305.95,-999.0,-999.0
52.25,11.75,2022,2,8,5.46,4.31,4.89,5.09,10.68,257.38,0.66,-999.0,305.95,-999.0,-999.0
52.25,12.25,2022,2,8,5.23,4.16,4.69,4.87,10.49,257.28,0.52,-999.0,303.3,-999.0,-999.0
52.25,12.75,2022,2,8,4.95,4.01,4.48,4.62,10.37,257.12,0.52,-999.0,303.3,-999.0,-999.0
52.25,13.25,2022,2,8,4.7,3.86,4.28,4.4,10.35,257.51,0.52,-999.0,303.3,-999.0,-999.0
52.25,13.75,2022,2,8,4.51,3.71,4.11,4.23,10.43,258.56,0.52,-999.0,303.3,-999.0,-999.0
52.25,14.25,2022,2,8,4.27,3.51,3.89,4.03,10.36,259.51,0.51,-999.0,302.84,-999.0,-999.0
52.25,14.75,2022,2,8,4.03,3.28,3.65,3.81,10.37,261.38,0.51,-999.0,302.84,-999.0,-999.0
52.25,15.25,2022,2,8,3.86,3.05,3.46,3.65,10.49,263.94,0.51,-999.0,302.84,-999.0,-999.0
52.75,5.75,2022,2,8,7.82,6.87,7.35,7.14,11.09,244.62,1.39,-999.0,321.45,-999.0,-999.0
52.75,6.25,2022,2,8,7.89,6.93,7.4,7.44,10.74,244.75,0.78,-999.0,314.68,-999.0,-999.0
52.75,6.75,2022,2,8,7.75,6.79,7.27,7.33,10.61,244.85,0.78,-999.0,314.68,-999.0,-999.0
52.75,7.25,2022,2,8,7.61,6.62,7.12,7.22,10.69,245.92,0.78,-999.0,314.68,-999.0,-999.0
52.75,7.75,2022,2,8,7.32,6.34,6.83,6.95,10.74,246.8,0.78,-999.0,314.68,-999.0,-999.0
52.75,8.25,2022,2,8,6.94,6.0,6.47,6.56,10.75,247.53,0.63,-999.0,307.17,-999.0,-999.0
52.75,8.75,2022,2,8,6.71,5.81,6.26,6.33,10.94,249.41,0.63,-999.0,307.17,-999.0,-999.0
52.75,9.25,2022,2,8,6.5,5.6,6.05,6.11,11.1,251.58,0.63,-999.0,307.17,-999.0,-999.0
52.75,9.75,2022,2,8,6.26,5.37,5.82,5.89,11.13,253.29,0.63,-999.0,307.17,-999.0,-999.0
52.75,10.25,2022,2,8,6.06,5.16,5.62,5.72,11.12,254.95,0.66,-999.0,305.95,-999.0,-999.0
52.75,10.75,2022,2,8,5.91,5.01,5.46,5.59,11.02,256.55,0.66,-999.0,305.95,-999.0,-999.0
52.75,11.25,2022,2,8,5.76,4.89,5.33,5.45,10.69,257.62,0.66,-999.0,305.95,-999.0,-999.0
52.75,11.75,2022,2,8,5.58,4.73,5.16,5.26,10.53,258.3,0.66,-999.0,305.95,-999.0,-999.0
52.75,12.25,2022,2,8,5.3,4.52,4.91,4.99,10.4,258.51,0.52,-999.0,303.3,-999.0,-999.0
52.75,12.75,2022,2,8,5.0,4.29,4.65,4.7,10.25,258.26,0.52,-999.0,303.3,-999.0,-999.0
52.75,13.25,2022,2,8,4.73,4.08,4.4,4.45,10.16,258.14,0.52,-999.0,303.3,-999.0,-999.0
52.75,13.75,2022,2,8,4.53,3.88,4.2,4.26,10.34,259.34,0.52,-999.0,303.3,-999.0,-999.0
52.75,14.25,2022,2,8,4.29,3.66,3.98,4.03,10.38,260.89,0.51,-999.0,302.84,-999.0,-999.0
52.75,14.75,2022,2,8,4.0,3.38,3.69,3.74,10.31,262.73,0.51,-999.0,302.84,-999.0,-999.0
52.75,15.25,2022,2,8,3.73,3.09,3.41,3.47,10.29,264.94,0.51,-999.0,302.84,-999.0,-999.0
53.25,5.75,2022,2,8,7.61,6.71,7.16,6.69,12.28,247.33,1.3,-999.0,315.29,-999.0,-999.0
53.25,6.25,2022,2,8,7.67,6.79,7.23,6.94,12.06,247.28,0.64,-999.0,320.6,-999.0,-999.0
53.25,6.75,2022,2,8,7.55,6.71,7.13,6.88,11.83,247.31,0.64,-999.0,320.6,-999.0,-999.0
53.25,7.25,2022,2,8,7.45,6.61,7.03,6.84,11.66,248.12,0.64,-999.0,320.6,-999.0,-999.0
53.25,7.75,2022,2,8,7.25,6.42,6.84,6.72,11.4,248.94,0.64,-999.0,320.6,-999.0,-999.0
53.25,8.25,2022,2,8,6.97,6.19,6.58,6.53,11.11,249.87,0.47,-999.0,314.84,-999.0,-999.0
53.25,8.75,2022,2,8,6.83,6.05,6.44,6.42,11.1,251.84,0.47,-999.0,314.84,-999.0,-999.0
53.25,9.25,2022,2,8,6.6,5.83,6.21,6.2,11.11,253.47,0.47,-999.0,314.84,-999.0,-999.0
53.25,9.75,2022,2,8,6.33,5.58,5.96,5.96,11.03,254.72,0.47,-999.0,314.84,-999.0,-999.0
53.25,10.25,2022,2,8,6.1,5.36,5.74,5.76,10.94,255.88,0.51,-999.0,303.53,-999.0,-999.0
53.25,10.75,2022,2,8,5.94,5.18,5.56,5.61,10.83,257.01,0.51,-999.0,303.53,-999.0,-999.0
53.25,11.25,2022,2,8,5.81,5.01,5.41,5.48,10.61,257.94,0.51,-999.0,303.53,-999.0,-999.0
53.25,11.75,2022,2,8,5.54,4.8,5.17,5.22,10.52,258.84,0.51,-999.0,303.53,-999.0,-999.0
53.25,12.25,2022,2,8,5.22,4.54,4.89,4.91,10.5,259.49,0.61,-999.0,294.68,-999.0,-999.0
53.25,12.75,2022,2,8,4.91,4.28,4.6,4.61,10.44,259.63,0.61,-999.0,294.68,-999.0,-999.0
53.25,13.25,2022,2,8,4.63,4.02,4.32,4.34,10.37,259.63,0.61,-999.0,294.68,-999.0,-999.0
53.25,13.75,2022,2,8,4.38,3.78,4.08,4.08,10.42,260.53,0.61,-999.0,294.68,-999.0,-999.0
53.25,14.25,2022,2,8,4.19,3.6,3.89,3.85,10.5,262.48,0.49,-999.0,289.77,-999.0,-999.0
53.25,14.75,2022,2,8,3.89,3.33,3.6,3.56,10.38,264.09,0.49,-999.0,289.77,-999.0,-999.0
53.25,15.25,2022,2,8,3.53,2.99,3.26,3.24,10.27,265.71,0.49,-999.0,289.77,-999.0,-999.0
53.75,5.75,2022,2,8,7.73,6.77,7.25,6.74,13.04,251.18,1.3,-999.0,315.29,-999.0,-999.0
53.75,6.25,2022,2,8,7.64,6.71,7.17,6.65,13.09,251.41,0.64,-999.0,320.6,-999.0,-999.0
53.75,6.75,2022,2,8,7.47,6.58,7.03,6.46,13.08,251.88,0.64,-999.0,320.6,-999.0,-999.0
53.75,7.25,2022,2,8,7.26,6.41,6.84,6.24,12.95,252.15,0.64,-999.0,320.6,-999.0,-999.0
53.75,7.75,2022,2,8,6.95,6.17,6.56,5.99,12.59,251.95,0.64,-999.0,320.6,-999.0,-999.0
53.75,8.25,2022,2,8,6.65,5.91,6.28,5.82,12.08,251.84,0.47,-999.0,314.84,-999.0,-999.0
53.75,8.75,2022,2,8,6.55,5.83,6.19,5.92,11.68,253.19,0.47,-999.0,314.84,-999.0,-999.0
53.75,9.25,2022,2,8,6.43,5.75,6.09,5.98,11.27,254.46,0.47,-999.0,314.84,-999.0,-999.0
53.75,9.75,2022,2,8,6.24,5.59,5.92,5.86,11.0,255.49,0.47,-999.0,314.84,-999.0,-999.0
53.75,10.25,2022,2,8,6.03,5.39,5.71,5.65,10.87,256.43,0.51,-999.0,303.53,-999.0,-999.0
53.75,10.75,2022,2,8,5.82,5.18,5.5,5.42,10.86,257.38,0.51,-999.0,303.53,-999.0,-999.0
53.75,11.25,2022,2,8,5.64,4.96,5.3,5.19,10.89,258.41,0.51,-999.0,303.53,-999.0,-999.0
53.75,11.75,2022,2,8,5.41,4.73,5.07,4.94,11.05,259.46,0.51,-999.0,303.53,-999.0,-999.0
53.75,12.25,2022,2,8,5.2,4.52,4.86,4.79,11.05,260.38,0.61,-999.0,294.68,-999.0,-999.0
53.75,12.75,2022,2,8,4.98,4.31,4.65,4.62,10.99,261.09,0.61,-999.0,294.68,-999.0,-999.0
53.75,13.25,2022,2,8,4.72,4.07,4.39,4.35,10.94,261.71,0.61,-999.0,294.68,-999.0,-999.0
53.75,13.75,2022,2,8,4.43,3.79,4.11,3.96,11.0,262.53,0.61,-999.0,294.68,-999.0,-999.0
53.75,14.25,2022,2,8,4.2,3.56,3.88,3.63,11.12,263.53,0.49,-999.0,289.77,-999.0,-999.0
53.75,14.75,2022,2,8,3.95,3.33,3.64,3.46,11.03,264.61,0.49,-999.0,289.77,-999.0,-999.0
53.75,15.25,2022,2,8,3.62,3.02,3.33,3.25,10.89,265.87,0.49,-999.0,289.77,-999.0,-999.0
54.25,5.75,2022,2,8,7.86,6.89,7.37,6.89,13.04,254.69,0.85,-999.0,322.63,-999.0,-999.0
54.25,6.25,2022,2,8,7.73,6.78,7.25,6.71,13.14,255.06,0.89,-999.0,327.69,-999.0,-999.0
54.25,6.75,2022,2,8,7.52,6.59,7.05,6.38,13.28,255.61,0.89,-999.0,327.69,-999.0,-999.0
54.25,7.25,2022,2,8,7.23,6.34,6.78,5.95,13.31,255.81,0.89,-999.0,327.69,-999.0,-999.0
54.25,7.75,2022,2,8,6.84,6.02,6.43,5.53,13.12,255.38,0.89,-999.0,327.69,-999.0,-999.0
54.25,8.25,2022,2,8,6.45,5.69,6.07,5.27,12.63,254.66,0.79,-999.0,314.37,-999.0,-999.0
54.25,8.75,2022,2,8,6.24,5.56,5.9,5.44,11.86,254.53,0.79,-999.0,314.37,-999.0,-999.0
54.25,9.25,2022,2,8,6.26,5.6,5.93,5.75,11.35,255.73,0.79,-999.0,314.37,-999.0,-999.0
54.25,9.75,2022,2,8,6.14,5.48,5.81,5.67,11.11,256.58,0.79,-999.0,314.37,-999.0,-999.0
54.25,10.25,2022,2,8,5.94,5.27,5.61,5.35,11.16,257.24,0.79,-999.0,303.58,-999.0,-999.0
54.25,10.75,2022,2,8,5.72,5.03,5.38,4.99,11.46,258.04,0.79,-999.0,303.58,-999.0,-999.0
54.25,11.25,2022,2,8,5.58,4.84,5.21,4.75,11.95,259.47,0.79,-999.0,303.58,-999.0,-999.0
54.25,11.75,2022,2,8,5.4,4.62,5.01,4.55,12.17,260.74,0.79,-999.0,303.58,-999.0,-999.0
54.25,12.25,2022,2,8,5.25,4.44,4.84,4.47,12.12,261.83,0.62,-999.0,289.18,-999.0,-999.0
54.25,12.75,2022,2,8,5.07,4.27,4.67,4.39,11.95,262.59,0.62,-999.0,289.18,-999.0,-999.0
54.25,13.25,2022,2,8,4.85,4.07,4.46,4.21,11.83,263.26,0.62,-999.0,289.18,-999.0,-999.0
54.25,13.75,2022,2,8,4.64,3.84,4.24,3.91,11.98,264.41,0.62,-999.0,289.18,-999.0,-999.0
54.25,14.25,2022,2,8,4.46,3.62,4.04,3.65,12.16,265.03,0.49,-999.0,289.62,-999.0,-999.0
54.25,14.75,2022,2,8,4.31,3.46,3.89,3.61,12.17,265.81,0.49,-999.0,289.62,-999.0,-999.0
54.25,15.25,2022,2,8,4.14,3.28,3.72,3.59,12.14,266.69,0.49,-999.0,289.62,-999.0,-999.0
54.75,5.75,2022,2,8,7.78,6.8,7.29,6.88,12.79,256.62,0.85,-999.0,322.63,-999.0,-999.0
54.75,6.25,2022,2,8,7.68,6.72,7.2,6.74,12.86,257.0,0.89,-999.0,327.69,-999.0,-999.0
54.75,6.75,2022,2,8,7.49,6.55,7.02,6.43,12.95,257.38,0.89,-999.0,327.69,-999.0,-999.0
54.75,7.25,2022,2,8,7.21,6.3,6.76,5.98,13.01,257.64,0.89,-999.0,327.69,-999.0,-999.0
54.75,7.75,2022,2,8,6.84,5.98,6.41,5.52,12.92,257.54,0.89,-999.0,327.69,-999.0,-999.0
54.75,8.25,2022,2,8,6.46,5.67,6.06,5.26,12.54,257.11,0.79,-999.0,314.37,-999.0,-999.0
54.75,8.75,2022,2,8,6.27,5.55,5.91,5.51,11.7,256.66,0.79,-999.0,314.37,-999.0,-999.0
54.75,9.25,2022,2,8,6.23,5.51,5.87,5.71,11.27,257.61,0.79,-999.0,314.37,-999.0,-999.0
54.75,9.75,2022,2,8,6.11,5.34,5.73,5.53,11.26,258.88,0.79,-999.0,314.37,-999.0,-999.0
54.75,10.25,2022,2,8,5.93,5.11,5.52,5.16,11.48,259.8,0.79,-999.0,303.58,-999.0,-999.0
54.75,10.75,2022,2,8,5.73,4.88,5.31,4.78,11.84,260.51,0.79,-999.0,303.58,-999.0,-999.0
54.75,11.25,2022,2,8,5.58,4.71,5.14,4.58,12.36,261.91,0.79,-999.0,303.58,-999.0,-999.0
54.75,11.75,2022,2,8,5.38,4.51,4.94,4.38,12.54,263.13,0.79,-999.0,303.58,-999.0,-999.0
54.75,12.25,2022,2,8,5.21,4.31,4.76,4.19,12.62,263.94,0.62,-999.0,289.18,-999.0,-999.0
54.75,12.75,2022,2,8,5.07,4.14,4.6,4.07,12.61,264.34,0.62,-999.0,289.18,-999.0,-999.0
54.75,13.25,2022,2,8,4.94,3.98,4.46,4.01,12.57,264.72,0.62,-999.0,289.18,-999.0,-999.0
54.75,13.75,2022,2,8,4.81,3.82,4.31,3.92,12.66,265.84,0.62,-999.0,289.18,-999.0,-999.0
54.75,14.25,2022,2,8,4.69,3.67,4.18,3.88,12.76,266.72,0.49,-999.0,289.62,-999.0,-999.0
54.75,14.75,2022,2,8,4.59,3.55,4.07,3.89,12.81,267.42,0.49,-999.0,289.62,-999.0,-999.0
54.75,15.25,2022,2,8,4.51,3.44,3.98,3.91,12.92,268.08,0.49,-999.0,289.62,-999.0,-999.0
47.25,5.75,2022,2,9,2.89,0.71,1.8,1.85,6.86,190.15,2.68,2.68,235.89,-999.0,-999.0
47.25,6.25,2022,2,9,2.58,-0.24,1.17,1.24,6.8,195.38,2.7,2.7,227.73,-999.0,-999.0
47.25,6.75,2022,2,9,2.48,-1.32,0.58,0.54,5.17,208.48,2.7,2.7,227.73,-999.0,-999.0
47.25,7.25,2022,2,9,3.48,-2.69,0.4,0.14,3.6,211.08,2.7,2.7,227.73,-999.0,-999.0
47.25,7.75,2022,2,9,4.22,-4.33,-0.06,-0.82,2.45,211.65,2.7,2.7,227.73,-999.0,-999.0
47.25,8.25,2022,2,9,3.97,-6.18,-1.11,-2.61,1.96,213.2,2.73,2.73,215.94,-999.0,-999.0
47.25,8.75,2022,2,9,2.65,-8.05,-2.7,-4.93,2.18,213.25,2.73,2.73,215.94,-999.0,-999.0
47.25,9.25,2022,2,9,1.28,-10.09,-4.41,-7.03,2.47,193.15,2.73,2.73,215.94,-999.0,-999.0
47.25,9.75,2022,2,9,0.13,-12.11,-5.99,-9.18,2.69,198.7,2.73,2.73,215.94,-999.0,-999.0
47.25,10.25,2022,2,9,-0.71,-13.01,-6.86,-10.49,2.75,215.46,2.77,2.77,204.55,-999.0,-999.0
47.25,10.75,2022,2,9,-1.22,-12.51,-6.87,-10.7,2.56,229.58,2.77,2.77,204.55,-999.0,-999.0
47.25,11.25,2022,2,9,-1.48,-11.15,-6.31,-10.22,2.04,227.75,2.77,2.77,204.55,-999.0,-999.0
47.25,11.75,2022,2,9,-1.65,-10.36,-6.0,-9.89,1.98,234.6,2.77,2.77,204.55,-999.0,-999.0
47.25,12.25,2022,2,9,-1.79,-10.11,-5.95,-9.96,2.05,245.22,2.71,2.74,210.8,-999.0,-999.0
47.25,12.75,2022,2,9,-1.89,-9.61,-5.75,-9.67,2.2,254.87,2.71,2.74,210.8,-999.0,-999.0
47.25,13.25,2022,2,9,-1.97,-8.6,-5.28,-8.73,2.47,264.08,2.71,2.74,210.8,-999.0,-999.0
47.25,13.75,2022,2,9,-2.12,-7.34,-4.73,-7.34,2.96,278.62,2.71,2.74,210.8,-999.0,-999.0
47.25,14.25,2022,2,9,-0.81,-5.13,-2.97,-4.66,3.12,286.45,2.47,2.62,232.02,-999.0,-999.0
47.25,14.75,2022,2,9,0.84,-3.02,-1.09,-2.18,3.22,289.62,2.47,2.62,232.02,-999.0,-999.0
47.25,15.25,2022,2,9,2.55,-1.07,0.74,-0.05,3.51,282.94,2.47,2.62,232.02,-999.0,-999.0
47.75,5.75,2022,2,9,2.52,0.99,1.76,1.72,6.23,191.66,2.68,2.68,235.89,-999.0,-999.0
47.75,6.25,2022,2,9,2.59,0.64,1.62,1.57,6.02,195.69,2.7,2.7,227.73,-999.0,-999.0
47.75,6.75,2022,2,9,2.35,0.1,1.23,1.24,5.27,212.66,2.7,2.7,227.73,-999.0,-999.0
47.75,7.25,2022,2,9,2.79,-0.36,1.21,0.9,4.36,215.8,2.7,2.7,227.73,-999.0,-999.0
47.75,7.75,2022,2,9,2.49,-1.09,0.7,-0.29,3.5,215.16,2.7,2.7,227.73,-999.0,-999.0
47.75,8.25,2022,2,9,1.8,-1.82,-0.01,-1.54,3.0,220.06,2.73,2.73,215.94,-999.0,-999.0
47.75,8.75,2022,2,9,2.78,-1.65,0.56,-0.38,3.2,239.03,2.73,2.73,215.94,-999.0,-999.0
47.75,9.25,2022,2,9,2.5,-3.23,-0.36,-1.36,3.39,222.56,2.73,2.73,215.94,-999.0,-999.0
47.75,9.75,2022,2,9,1.41,-4.7,-1.65,-2.86,4.11,222.88,2.73,2.73,215.94,-999.0,-999.0
47.75,10.25,2022,2,9,0.57,-5.77,-2.6,-4.04,4.53,227.09,2.77,2.77,204.55,-999.0,-999.0
47.75,10.75,2022,2,9,0.43,-6.15,-2.86,-4.44,4.31,227.62,2.77,2.77,204.55,-999.0,-999.0
47.75,11.25,2022,2,9,0.85,-5.54,-2.35,-3.9,3.58,222.22,2.77,2.77,204.55,-999.0,-999.0
47.75,11.75,2022,2,9,0.82,-4.97,-2.07,-4.04,3.39,219.27,2.77,2.77,204.55,-999.0,-999.0
47.75,12.25,2022,2,9,0.97,-5.07,-2.05,-4.43,3.34,223.93,2.71,2.74,210.8,-999.0,-999.0
47.75,12.75,2022,2,9,1.08,-5.01,-1.96,-4.57,3.3,228.04,2.71,2.74,210.8,-999.0,-999.0
47.75,13.25,2022,2,9,0.83,-4.64,-1.9,-4.51,3.28,231.5,2.71,2.74,210.8,-999.0,-999.0
47.75,13.75,2022,2,9,-0.22,-4.46,-2.35,-4.82,3.41,242.25,2.71,2.74,210.8,-999.0,-999.0
47.75,14.25,2022,2,9,0.33,-3.44,-1.56,-3.14,4.02,258.42,2.47,2.62,232.02,-999.0,-999.0
47.75,14.75,2022,2,9,0.92,-2.19,-0.64,-1.89,4.32,269.46,2.47,2.62,232.02,-999.0,-999.0
47.75,15.25,2022,2,9,1.41,-1.06,0.18,-0.72,4.78,278.69,2.47,2.62,232.02,-999.0,-999.0
48.25,5.75,2022,2,9,2.99,1.86,2.43,2.48,6.53,192.84,2.48,2.48,253.48,-999.0,-999.0
48.25,6.25,2022,2,9,2.71,1.46,2.08,2.04,6.17,192.34,2.47,2.48,249.07,-999.0,-999.0
48.25,6.75,2022,2,9,2.55,1.16,1.85,1.93,5.24,213.92,2.47,2.48,249.07,-999.0,-999.0
48.25,7.25,2022,2,9,2.96,0.84,1.9,1.92,4.84,215.96,2.47,2.48,249.07,-999.0,-999.0
48.25,7.75,2022,2,9,2.28,0.2,1.24,0.81,4.71,209.66,2.47,2.48,249.07,-999.0,-999.0
48.25,8.25,2022,2,9,1.02,-0.32,0.35,-0.52,4.71,209.91,2.43,2.46,243.9,-999.0,-999.0
48.25,8.75,2022,2,9,1.89,0.43,1.16,0.87,4.93,235.31,2.43,2.46,243.9,-999.0,-999.0
48.25,9.25,2022,2,9,2.17,0.1,1.13,0.9,4.69,231.54,2.43,2.46,243.9,-999.0,-999.0
48.25,9.75,2022,2,9,1.9,-0.41,0.74,0.58,5.14,234.74,2.43,2.46,243.9,-999.0,-999.0
48.25,10.25,2022,2,9,1.83,-0.78,0.53,0.54,5.62,240.49,2.47,2.47,252.21,-999.0,-999.0
48.25,10.75,2022,2,9,2.2,-0.87,0.67,0.88,5.66,245.46,2.47,2.47,252.21,-999.0,-999.0
48.25,11.25,2022,2,9,2.68,-0.69,0.99,1.18,5.0,247.44,2.47,2.47,252.21,-999.0,-999.0
